01 Mi Gente (Henry Fong Remix)|Not found boundary at 1
01 Mi Gente (Henry Fong Remix)|Not found boundary at 2
01 Mi Gente (Henry Fong Remix)|Found boundary at 3|01:20.041|0.0170000000163|***
01 Mi Gente (Henry Fong Remix)|Found boundary at 4|01:37.819|0.0172222222421|***
01 Work (White Vox Remix) [Intro Clean]|Found boundary at 1|00:00.018|0.004|***
01 Work (White Vox Remix) [Intro Clean]|Found boundary at 2|00:18.659|0.00377669902561|***
01 Work (White Vox Remix) [Intro Clean]|Found boundary at 3|01:00.600|2.32557281554|*
01 Work (White Vox Remix) [Intro Clean]|Found boundary at 4|01:19.241|0.00430097085884|***
01 Work (White Vox Remix) [Intro Clean]|Found boundary at 5|02:19.820|2.32227184469|*
01 Work (White Vox Remix) [Intro Clean]|Found boundary at 6|02:38.461|0.00760194171764|***
04 Get Low|Found boundary at 1|00:00.142|0.026|***
04 Get Low|Found boundary at 2|00:19.152|0.0260990099045|***
04 Get Low|Found boundary at 3|01:16.182|0.0263960396178|***
04 Get Low|Found boundary at 4|01:35.192|0.0264950495223|***
04 Get Low|Found boundary at 5|02:32.221|0.0257920792356|***
1-01 All the Way Up (Remix)|Found boundary at 1|00:00.656|0.0247551020409|***
1-01 All the Way Up (Remix)|Found boundary at 2|00:20.248|0.0249183673504|***
1-01 All the Way Up (Remix)|Not found boundary at 3
1-01 All the Way Up (Remix)|Found boundary at 4|01:38.614|2.47255102042|*
1-01 Badam|Found boundary at 1|00:00.042|2.31209708738|*
1-01 Badam|Found boundary at 2|00:18.683|2.3118737864|*
1-01 Badam|Not found boundary at 3
1-01 Badam|Found boundary at 4|01:23.925|0.0175048543848|***
1-01 Bazaar|Found boundary at 1|00:04.888|2.414|*
1-01 Bazaar|Found boundary at 2|00:24.088|2.414|*
1-01 Bazaar|Found boundary at 3|01:12.088|0.0140000000129|***
1-01 Bazaar|Found boundary at 4|01:31.288|0.0140000000163|***
1-01 Bazaar|Found boundary at 5|02:19.288|0.0140000000249|***
1-01 Bazaar|Found boundary at 6|02:57.688|0.0140000000318|***
1-01 Bubble Butt|Found boundary at 1|00:11.188|0.0249793814452|***
1-01 Bubble Butt|Found boundary at 2|00:30.981|0.0241649484588|***
1-01 Bubble Butt|Found boundary at 3|01:40.260|0.0248144330066|***
1-01 Bubble Butt|Found boundary at 4|02:19.848|0.0251855670339|***
1-01 Bun Up The Dance|Found boundary at 1|00:08.955|0.0211111111129|***
1-01 Bun Up The Dance|Found boundary at 2|01:37.845|0.0222222222421|***
1-01 Bun Up The Dance|Found boundary at 3|01:55.622|0.021444444468|***
1-01 Cheap Thrills (Henry Fong X MEGAMAOR Remix)|Found boundary at 1|00:02.407|0.00999999999957|***
1-01 Cheap Thrills (Henry Fong X MEGAMAOR Remix)|Found boundary at 2|00:21.607|0.00999999999614|***
1-01 Cheap Thrills (Henry Fong X MEGAMAOR Remix)|Not found boundary at 3
1-01 Cheap Thrills (Henry Fong X MEGAMAOR Remix)|Found boundary at 4|01:33.606|0.0109999999833|***
1-01 F WHAT YOU HEARD|Found boundary at 1|00:00.067|0.013|***
1-01 F WHAT YOU HEARD|Found boundary at 2|00:17.521|0.0140411780784|***
1-01 F WHAT YOU HEARD|Found boundary at 3|00:52.430|0.0171235342351|***
1-01 F WHAT YOU HEARD|Found boundary at 4|01:09.885|0.0191647123135|***
1-01 F WHAT YOU HEARD|Found boundary at 5|01:27.340|0.0212058903919|***
1-01 F WHAT YOU HEARD|Found boundary at 6|01:44.793|0.0212470684702|***
1-01 Fancy (Caked Up Remix)|Found boundary at 1|00:57.101|0.0302970297134|***
1-01 Fancy (Caked Up Remix)|Found boundary at 2|01:16.111|0.0303960396178|***
1-01 Fancy (Caked Up Remix)|Found boundary at 3|02:08.387|0.0291683168551|***
1-01 Fancy (Caked Up Remix)|Not found boundary at 4
1-01 Ganja (Henry Fong Remix)|Not found boundary at 1
1-01 Ganja (Henry Fong Remix)|Not found boundary at 2
1-01 Ganja (Henry Fong Remix)|Found boundary at 3|01:35.115|0.0154950495223|***
1-01 Ganja (Henry Fong Remix)|Found boundary at 4|01:54.125|0.0155940594267|***
1-01 Hey Baby (Steve Aoki Remix)|Found boundary at 1|01:08.308|0.0227058823656|***
1-01 Hey Baby (Steve Aoki Remix)|Found boundary at 2|01:27.134|0.0251764706044|***
1-01 Hey Baby (Steve Aoki Remix)|Found boundary at 3|02:04.785|0.029117647082|***
1-01 Hey Baby (Steve Aoki Remix)|Found boundary at 4|02:23.610|0.0305882353207|***
1-01 Lightning (Original Mix)|Found boundary at 1|00:00.042|0.018|***
1-01 Lightning (Original Mix)|Found boundary at 2|00:36.612|0.0165714285786|***
1-01 Lightning (Original Mix)|Found boundary at 3|00:54.899|2.30357142858|*
1-01 Lightning (Original Mix)|Found boundary at 4|01:31.470|0.0174285714464|***
1-01 Loko (Jai Wolf Remix)|Found boundary at 1|00:19.267|0.0260000000034|***
1-01 Loko (Jai Wolf Remix)|Found boundary at 2|00:38.467|0.0260000000069|***
1-01 Loko (Jai Wolf Remix)|Found boundary at 3|02:33.667|0.0260000000275|***
1-01 Loko (Jai Wolf Remix)|Found boundary at 4|02:52.867|0.0260000000309|***
1-01 Now and Later (Henry Fong Remix)|Found boundary at 1|00:00.046|1.1014953271|*
1-01 Now and Later (Henry Fong Remix)|Found boundary at 2|00:17.990|1.10142056074|*
1-01 Now and Later (Henry Fong Remix)|Found boundary at 3|00:53.877|1.10227102803|*
1-01 Now and Later (Henry Fong Remix)|Found boundary at 4|01:11.822|1.10119626167|*
1-01 Now and Later (Henry Fong Remix)|**********DOWNBEAT DETECTION FAILED**********
1-01 Nuclear (Dillon Francis Remix)|Not found boundary at 1
1-01 Nuclear (Dillon Francis Remix)|Found boundary at 2|00:19.708|0.326408163269|**
1-01 Nuclear (Dillon Francis Remix)|Found boundary at 3|01:18.484|2.77587755103|*
1-01 Nuclear (Dillon Francis Remix)|Found boundary at 4|01:38.076|0.327061224507|**
1-01 Nuclear (Dillon Francis Remix)|**********BEAT DETECTION FAILED**********
1-01 Play (Alesso Remix)|Found boundary at 1|01:31.457|0.863285714303|*
1-01 Play (Alesso Remix)|Found boundary at 2|01:49.740|1.42514285712|*
1-01 Play (Alesso Remix)|Found boundary at 3|02:26.306|1.43057142854|*
1-01 Play (Alesso Remix)|Found boundary at 4|02:44.588|1.43428571425|*
1-01 Play (Alesso Remix)|Found boundary at 5|03:01.343|0.67928571425|*
1-01 Play (Alesso Remix)|Not found boundary at 6
1-01 Play (Alesso Remix)|**********BEAT DETECTION FAILED**********
1-01 Play (Alesso Remix)|**********DOWNBEAT DETECTION FAILED**********
1-01 Range Rover|Not found boundary at 1
1-01 Range Rover|Found boundary at 2|00:28.846|0.873999999995|*
1-01 Range Rover|Found boundary at 3|01:45.645|0.874999999981|*
1-01 Range Rover|Found boundary at 4|02:04.846|0.873999999978|*
1-01 Range Rover|**********BEAT DETECTION FAILED**********
1-01 Range Rover|**********DOWNBEAT DETECTION FAILED**********
1-01 Rock Ya Hips|Found boundary at 1|00:02.275|1.08633333333|*
1-01 Rock Ya Hips|Found boundary at 2|00:55.607|1.08766666666|*
1-01 Rock Ya Hips|Found boundary at 3|01:13.386|1.08644444443|*
1-01 Rock Ya Hips|**********DOWNBEAT DETECTION FAILED**********
1-01 Shape of You (Major Lazer Remix)|Not found boundary at 1
1-01 Shape of You (Major Lazer Remix)|Found boundary at 2|00:18.332|2.309|*
1-01 Shape of You (Major Lazer Remix)|Found boundary at 3|01:13.189|0.0231428571571|***
1-01 Shape of You (Major Lazer Remix)|Found boundary at 4|01:31.475|0.0234285714464|***
1-01 Slowly [Yellow Claw & Cesqeaux Remix]|Not found boundary at 1
1-01 Slowly [Yellow Claw & Cesqeaux Remix]|Not found boundary at 2
1-01 Slowly [Yellow Claw & Cesqeaux Remix]|Found boundary at 3|02:27.768|0.0246923077206|***
1-01 Slowly [Yellow Claw & Cesqeaux Remix]|Found boundary at 4|02:46.229|0.0241538461857|***
1-01 Starboy (DVBBS & IZII Remix)|Not found boundary at 1
1-01 Starboy (DVBBS & IZII Remix)|Not found boundary at 2
1-01 Starboy (DVBBS & IZII Remix)|Found boundary at 3|00:39.205|0.022000000007|***
1-01 Starboy (DVBBS & IZII Remix)|Found boundary at 4|00:58.405|0.0220000000104|***
1-01 Starboy (DVBBS & IZII Remix)|Found boundary at 5|01:36.805|0.0220000000173|***
1-01 The Next Episode (San Holo Remix)|Found boundary at 1|01:58.220|0.905230769211|*
1-01 The Next Episode (San Holo Remix)|Found boundary at 2|02:17.913|0.904538461515|*
1-01 The Next Episode (San Holo Remix)|Found boundary at 3|03:16.990|1.55707692311|*
1-01 The Next Episode (San Holo Remix)|Found boundary at 4|03:36.682|0.904769230732|*
1-01 The Next Episode (San Holo Remix)|**********BEAT DETECTION FAILED**********
1-01 The Next Episode (San Holo Remix)|**********DOWNBEAT DETECTION FAILED**********
1-01 WHO WANTS TO ROCK(Original Mix)|Found boundary at 1|00:18.878|0.0208571428608|***
1-01 WHO WANTS TO ROCK(Original Mix)|Found boundary at 2|00:37.164|2.30685714286|*
1-01 WHO WANTS TO ROCK(Original Mix)|Found boundary at 3|01:50.307|2.30700000002|*
1-01 WHO WANTS TO ROCK(Original Mix)|Found boundary at 4|02:08.593|2.30728571431|*
1-02 40'z|Found boundary at 1|00:00.079|0.926578947368|*
1-02 40'z|Found boundary at 2|00:40.500|0.926631578941|*
1-02 40'z|Found boundary at 3|01:00.711|0.926157894727|*
1-02 40'z|Found boundary at 4|01:20.921|1.59963157896|*
1-02 40'z|Found boundary at 5|01:41.131|1.59910526317|*
1-02 40'z|Found boundary at 6|02:01.342|0.926736842086|*
1-02 40'z|**********BEAT DETECTION FAILED**********
1-02 40'z|**********DOWNBEAT DETECTION FAILED**********
1-02 Black Horse|Found boundary at 1|00:00.405|0.297|**
1-02 Black Horse|Found boundary at 2|00:20.405|0.296999999997|**
1-02 Black Horse|Found boundary at 3|01:10.405|0.296999999988|**
1-02 Black Horse|Found boundary at 4|01:30.405|0.296999999985|**
1-02 Black Horse|Found boundary at 5|01:50.405|0.296999999982|**
1-02 Black Horse|Found boundary at 6|02:10.405|0.296999999978|**
1-02 Black Horse|Not found boundary at 7
1-02 Black Horse|Found boundary at 8|03:00.405|0.29699999997|**
1-02 Black Horse|**********BEAT DETECTION FAILED**********
1-02 Hunter (Henry Fong Remix)|Found boundary at 1|00:00.041|0.011|***
1-02 Hunter (Henry Fong Remix)|Found boundary at 2|00:19.632|0.0101632653095|***
1-02 Hunter (Henry Fong Remix)|Found boundary at 3|01:08.613|0.0115714285832|***
1-02 Hunter (Henry Fong Remix)|Found boundary at 4|01:28.204|0.0107346938927|***
1-03 ROLLIN|Found boundary at 1|00:01.237|0.0281538461541|***
1-03 ROLLIN|Found boundary at 2|00:19.698|0.0276153846191|***
1-03 ROLLIN|Found boundary at 3|00:56.621|0.0275384615493|***
1-03 ROLLIN|Found boundary at 4|01:15.083|2.33569230771|*
1-03 ROLLIN|Found boundary at 5|01:52.006|0.0279230769445|***
1-03 ROLLIN|Found boundary at 6|02:10.467|0.0273846154096|***
1-04 Watch Out For This (Bumaye) [Daddy Yankee Remix]|Found boundary at 1|00:17.824|0.0232222222258|***
1-04 Watch Out For This (Bumaye) [Daddy Yankee Remix]|Found boundary at 2|00:35.602|0.0234444444517|***
1-04 Watch Out For This (Bumaye) [Daddy Yankee Remix]|Found boundary at 3|01:28.934|0.0221111111292|***
1-04 Watch Out For This (Bumaye) [Daddy Yankee Remix]|Found boundary at 4|01:46.712|0.0223333333551|***
1-05 Drop It Down Low|Found boundary at 1|00:03.643|0.0200000000006|***
1-05 Drop It Down Low|Found boundary at 2|00:22.843|0.0200000000041|***
1-05 Drop It Down Low|Found boundary at 3|01:01.242|0.0190000000109|***
1-05 Drop It Down Low|Found boundary at 4|01:20.442|0.0190000000144|***
1-06 Bring Back The Summer (Prismo Remix)|Not found boundary at 1
1-06 Bring Back The Summer (Prismo Remix)|Found boundary at 2|00:10.030|0.0200816326547|***
1-06 Bring Back The Summer (Prismo Remix)|Found boundary at 3|00:29.622|0.0202448979642|***
1-06 Bring Back The Summer (Prismo Remix)|Found boundary at 4|00:49.212|0.0184081632737|***
1-06 Bring Back The Summer (Prismo Remix)|Found boundary at 5|01:08.805|0.0195714285832|***
1-06 Bring Back The Summer (Prismo Remix)|Found boundary at 6|01:38.192|2.43016326529|*
1-06 Bring Back The Summer (Prismo Remix)|Found boundary at 7|01:57.784|0.018979591857|***
Beats Knockin (Intro Clean)|Found boundary at 1|00:00.041|1.15884615385|*
Beats Knockin (Intro Clean)|Found boundary at 2|00:18.507|1.15438461538|*
Beats Knockin (Intro Clean)|Found boundary at 3|00:36.968|1.15492307692|*
Beats Knockin (Intro Clean)|**********DOWNBEAT DETECTION FAILED**********
Body (Kameo & dEVOLVE Remix) [Clean]|Found boundary at 1|00:18.132|0.00220754716623|***
Body (Kameo & dEVOLVE Remix) [Clean]|Found boundary at 2|00:36.245|0.00241509433246|***
Body (Kameo & dEVOLVE Remix) [Clean]|Found boundary at 3|01:30.584|2.26111320756|*
Body (Kameo & dEVOLVE Remix) [Clean]|Found boundary at 4|01:48.698|0.00224528299736|***
Booty Bounce Pop (Clean)|Found boundary at 1|00:00.020|0.002|***
Bow (Intro Clean)|Not found boundary at 1
Bow (Intro Clean)|Found boundary at 2|00:17.799|1.10133333334|*
Bow (Intro Clean)|Not found boundary at 3
Bow (Intro Clean)|Found boundary at 4|01:20.021|1.12111111109|*
Bow (Intro Clean)|Found boundary at 5|02:13.354|1.1007777778|*
Bow (Intro Clean)|**********DOWNBEAT DETECTION FAILED**********
Can't Feel My Face (Henry Fong x Nymz Remix) [Intro Clean]|Found boundary at 1|00:17.781|0.0177777777742|***
Can't Feel My Face (Henry Fong x Nymz Remix) [Intro Clean]|Found boundary at 2|00:35.558|0.0185555555483|***
Can't Feel My Face (Henry Fong x Nymz Remix) [Intro Clean]|Found boundary at 3|00:53.337|0.0173333333225|***
Can't Feel My Face (Henry Fong x Nymz Remix) [Intro Clean]|Found boundary at 4|01:28.893|0.0168888888708|***
Can't Feel My Face (Henry Fong x Nymz Remix) [Intro Clean]|Found boundary at 5|02:04.448|0.0174444444191|***
Can't Feel My Face (Henry Fong x Nymz Remix) [Intro Clean]|Not found boundary at 6
Come To Me (Intro Clean)|Found boundary at 1|00:00.114|2.19781818182|*
Come To Me (Intro Clean)|Found boundary at 2|00:17.569|2.19736363636|*
Come To Me (Intro Clean)|Found boundary at 3|01:27.385|0.017727272709|***
Come To Me (Intro Clean)|Found boundary at 4|01:44.840|2.16454545457|*
Come To Me (Intro Clean)|Found boundary at 5|02:02.293|0.0188181817926|***
Come To Me (Intro Clean)|Found boundary at 6|02:37.203|0.0179090908762|***
Fight Night (Lambo Remix) [Intro Dirty]|Not found boundary at 1
Fight Night (Lambo Remix) [Intro Dirty]|Found boundary at 2|00:19.233|0.602000000003|*
Fight Night (Lambo Remix) [Intro Dirty]|Found boundary at 3|01:07.233|1.79799999999|*
Fight Night (Lambo Remix) [Intro Dirty]|Found boundary at 4|01:26.433|0.602000000015|*
Fight Night (Lambo Remix) [Intro Dirty]|Found boundary at 5|02:24.033|1.79799999997|*
Fight Night (Lambo Remix) [Intro Dirty]|Found boundary at 6|03:02.433|0.602000000033|*
Fight Night (Lambo Remix) [Intro Dirty]|**********DOWNBEAT DETECTION FAILED**********
Get Low (Delirious & Alex K Remix) [Intro Dirty]|Not found boundary at 1
Get Low (Delirious & Alex K Remix) [Intro Dirty]|Not found boundary at 2
Get Low (Delirious & Alex K Remix) [Intro Dirty]|Found boundary at 3|01:24.726|2.34705882354|*
Get Low (Delirious & Alex K Remix) [Intro Dirty]|Found boundary at 4|01:43.549|0.00641176468666|***
Get Low (Delirious & Alex K Remix) [Intro Dirty]|Found boundary at 5|03:08.254|2.34564705886|*
Get Low (Delirious & Alex K Remix) [Intro Dirty]|Found boundary at 6|03:27.078|0.00682352937335|***
Gold [Joe Maz Remix]|Found boundary at 1|00:00.008|0.016|***
Gold [Joe Maz Remix]|Found boundary at 2|00:18.470|0.0155384615349|***
Gold [Joe Maz Remix]|Found boundary at 3|00:55.392|0.0166153846048|***
Gold [Joe Maz Remix]|Found boundary at 4|01:13.855|0.0151538461397|***
Gold [Joe Maz Remix]|Found boundary at 5|01:50.777|0.0162307692095|***
Gold [Joe Maz Remix]|Found boundary at 6|02:09.239|0.0157692307444|***
Havana (Lenfields Remix) [Intro Clean]|Found boundary at 1|00:40.123|7.79465381129e-12|***
Havana (Lenfields Remix) [Intro Clean]|Found boundary at 2|01:16.695|0.000571428586341|***
Havana (Lenfields Remix) [Intro Clean]|Found boundary at 3|02:29.837|0.000285714256535|***
Havana (Lenfields Remix) [Intro Clean]|Found boundary at 4|02:48.123|3.27418092638e-11|***
Hey Mama (Bass Kidz Remix) [Intro Clean]|Found boundary at 1|00:00.017|0.005|***
Hey Mama (Bass Kidz Remix) [Intro Clean]|Found boundary at 2|00:18.840|0.00552941176121|***
Hey Mama (Bass Kidz Remix) [Intro Clean]|Found boundary at 3|01:34.134|0.00564705880608|***
Hey Mama (Bass Kidz Remix) [Intro Clean]|Found boundary at 4|01:52.958|0.00517647056729|***
Hey Mama (Bass Kidz Remix) [Intro Clean]|Found boundary at 5|02:21.193|0.00547058820908|***
Hey Mama (Bass Kidz Remix) [Intro Clean]|Found boundary at 6|03:08.252|2.34764705886|*
Hey Mama (Bass Kidz Remix) [Intro Clean]|Found boundary at 7|03:45.899|0.00535294113456|***
Hey Mama (Kris Rod & Appeal Remix) [Intro Clean]|Not found boundary at 1
Hey Mama (Kris Rod & Appeal Remix) [Intro Clean]|Found boundary at 2|00:48.138|0.00499999999141|***
Hey Mama (Kris Rod & Appeal Remix) [Intro Clean]|Found boundary at 3|01:16.938|0.00499999998625|***
Hey Mama (Kris Rod & Appeal Remix) [Intro Clean]|Found boundary at 4|01:55.338|2.40499999998|*
My Neck My Back Vs. Talk Dirty (DJ Ashley Alexander Bootleg) [Intro Clean]|Found boundary at 1|00:28.320|0.0288349514616|***
My Neck My Back Vs. Talk Dirty (DJ Ashley Alexander Bootleg) [Intro Clean]|Found boundary at 2|00:46.960|0.028058252436|***
My Neck My Back Vs. Talk Dirty (DJ Ashley Alexander Bootleg) [Intro Clean]|Found boundary at 3|00:56.282|0.0296699029232|***
My Neck My Back Vs. Talk Dirty (DJ Ashley Alexander Bootleg) [Intro Clean]|Found boundary at 4|01:14.922|2.35899029128|*
No Lie (Delirious & Alex K Remix) [Intro Clean]|Found boundary at 1|00:00.100|0.027|***
No Lie (Delirious & Alex K Remix) [Intro Clean]|Found boundary at 2|00:18.924|0.0274705882388|***
No Lie (Delirious & Alex K Remix) [Intro Clean]|Found boundary at 3|01:43.630|0.0275882353133|***
No Lie (Delirious & Alex K Remix) [Intro Clean]|Found boundary at 4|02:02.453|2.38000000002|*
No Lie (Delirious & Alex K Remix) [Intro Clean]|Found boundary at 5|03:13.041|0.0268235294475|***
No Lie (Delirious & Alex K Remix) [Intro Clean]|Found boundary at 6|03:31.865|0.0272941176864|***
Punjabi MC (Twerk Party Starter) [Intro Clean]|Found boundary at 1|00:00.008|0.007|***
Punjabi MC (Twerk Party Starter) [Intro Clean]|Found boundary at 2|00:19.206|0.00899999999656|***
Punjabi MC (Twerk Party Starter) [Intro Clean]|Found boundary at 3|01:07.202|0.012999999988|***
Punjabi MC (Twerk Party Starter) [Intro Clean]|Found boundary at 4|01:26.402|2.38700000002|*
Punjabi MC (Twerk Party Starter) [Intro Clean]|Found boundary at 5|02:24.002|0.0129999999742|***
Punjabi MC (Twerk Party Starter) [Intro Clean]|Found boundary at 6|02:43.202|2.41299999997|*
Truffle Butter (Wellman Remix) [Intro Clean]|Found boundary at 1|00:18.407|0.299315889625|**
Truffle Butter (Wellman Remix) [Intro Clean]|Not found boundary at 2
Truffle Butter (Wellman Remix) [Intro Clean]|Found boundary at 3|01:26.921|0.29150047572|**
Truffle Butter (Wellman Remix) [Intro Clean]|Not found boundary at 4
Truffle Butter (Wellman Remix) [Intro Clean]|**********BEAT DETECTION FAILED**********
Trumpets (Intro Clean)|Found boundary at 1|00:00.017|2.1|*
Trumpets (Intro Clean)|Found boundary at 2|00:19.217|2.1|*
Trumpets (Intro Clean)|Found boundary at 3|00:57.617|2.70000000001|*
Trumpets (Intro Clean)|Found boundary at 4|01:36.017|0.300000000017|**
Trumpets (Intro Clean)|Not found boundary at 5
Trumpets (Intro Clean)|Found boundary at 6|02:52.817|0.300000000031|**
Trumpets (Intro Clean)|Found boundary at 7|03:12.017|0.300000000034|**
Trumpets (Intro Clean)|**********BEAT DETECTION FAILED**********
Wizard (SCRVP X Mozes Twerk Remix) [Clean]|Found boundary at 1|00:00.008|0.018|***
Wizard (SCRVP X Mozes Twerk Remix) [Clean]|Found boundary at 2|00:18.293|0.0187142857107|***
Wizard (SCRVP X Mozes Twerk Remix) [Clean]|Found boundary at 3|00:36.579|2.26728571429|*
Wizard (SCRVP X Mozes Twerk Remix) [Clean]|Found boundary at 4|01:13.150|0.0188571428429|***
Tempo Found:|50
Beat Found:|42
Downbeat Found:|41
